,0,1,InspName,InspAddress
11327,Town Kitchen,2002 S Wentworth Ave,TOWN KITCHEN,2002 S WENTWORTH AVE 
11328,Montrose and Cicero Shell,4401 N Cicero Ave,MONTROSE CICERO SHELL,4401-4443 N CICERO AVE 
11329,Alonti Deli,401 S La Salle St,ALONTI DELI,401 S LA SALLE ST 
11330,Weiss Memorial Hospital,4646 N Marine Dr,WEISS MEMORIAL HOSPITAL,4646 N MARINE DR 
11331,Bread Basket,4725 W Belmont Ave,BREAD BASKET,4725 W BELMONT AVE 
11332,Giordano's,815 W Van Buren St,GIORDANO'S GREEKTOWN,815 W VAN BUREN 
11333,La Michoacana Clearing,6058 W 63rd St,LA MICHOACANA D BEATRIZ & ALMA,6058 W 63RD ST 
11334,Hash House a Go Go,1212 N State Pkwy,HASH HOUSE A GO GO,1212 N STATE PKWY 
11335,Paleteria El Sabor De Mexico,1639 W 18th St,PALETERIA EL SABOR DE MEXICO INC.,1639 W 18TH ST 
11336,Fungs Mandarin Cuisine,1343 W Morse Ave,SAFARI AFRICAN CUSINE,1424 W MORSE AVE 
11337,Q's Tips & Wings BBQ,2517 W 79th St,Q'S TIPS AND WINGS,2517 W 79TH ST 
11338,Señor Pan Cafe Tapas & Vinos,4821 N Elston Ave,"SENOR PAN CAFE, TAPAS, Y VINOS",4821 N ELSTON AVE 
11339,ORD Pizzeria,1607 W Montrose Ave,CRUSHED PIZZERIA,1607 W MONTROSE AVE 
11340,Los Tres Amigos Mexican Grill,10401 S Muskegon Ave,LOS TRES AMIGO'S RESTAURANT,10401 S MUSKEGON AVE 
11341,Hamachi Sushi Bar,2801 W Howard St,HAMACHI,2801 W HOWARD ST 
11342,Cafe Monsivais,1637 W 18th St,CAFE MONSIVAIS,1637 W 18TH ST 
11343,El Patio Restaurant,4527 S Ashland Ave,EL PATIO RESTAURANT,4527 S ASHLAND AVE 
11344,Piccolo Mondo,1642 E 56th St,PICCOLO MONDO CAFE,1642 E 56TH ST 
11345,Papa John's Pizza,1418 East 53Rd Street,PAPA JOHN'S HYDE PARK,1418 E 53RD ST 
11346,Gnome Brew,2026 W Montrose Ave,GNOME BREW,2026 W MONTROSE AVE 
11347,Leader Auto City Autoplex,1530 N Dayton,Not Found,Not Found
11348,Madni Mart USA,2440 W Devon Ave,MADNI MART U.S.A. INC.,2440 W DEVON AVE 
11349,Hyatt Regency McCormick Place,2233 S Dr Martin Luther King Jr Dr,HYATT REGENCY MCCORMICK PLACE,2233 S DR MARTIN LUTHER KING JR DR 
11350,Fornetto Mei,105 E Delaware Pl,FORNETTO & MEI'S CORNER,105 -111 E DELAWARE PL 
11351,Kevin Food & Liquor,2700 W 47th St,"KEVIN GROCERY & LIQUOR, LTD.",2700 W 47TH ST 
11352,Lito’s Empanadas,100 W Randolph St,LITO'S EMPANADAS,100 W RANDOLPH ST 
11353,J J & Atomic Sub,6458 S Cottage Grove Ave,J J & ATOMIC SUB,6458 S COTTAGE GROVE AVE 
11354,Ellipsis Coffeehouse,1259 W Devon Ave,ELLIPSIS COFFEEHOUSE LLC,1259 W DEVON AVE 
11355,Hiro Sushi & Desserts Bar,1453 E53rd St,HIRO SUSHI AND DESSERT BAR,1453 E 53RD ST 
11356,Estrella Negra,2346 W Fullerton Ave,ESTRELLA NEGRA,2346 W FULLERTON AVE 
11357,AP Deli,1759 E 75th St,A P DELI,1759 E 75TH ST 
11358,M henry,5707 N Clark St,m. henry  LLC,5707 N CLARK ST 
11359,Fletcher Jones Audi Service Center,949 N Elston Ave,FLETCHER JONES AUDI,949 N ELSTON AVE 
11360,Gino's East Pilsen,1659 W 21st St,THE ORIGINAL GINO'S EAST,1659 W 21st ST 
11361,China Court,1146 N Milwaukee Ave,CHINA COURT,1146 N MILWAUKEE AVE 
11362,Taqueria La Cabanita,10401 S Muskegon Ave,LA CABANITA INC,10401 S MUSKEGON AVE 
11363,The Lifeway Kefir Shop,222 W Merchandise Mart Plz,LIFEWAY KEFIR SHOP,222 W MERCHANDISE MART PLZ 
11364,Big G's Pizza,1132 W Taylor St,BIG G'S PIZZA,1132 W TAYLOR ST 
11365,Spotted Monkey,335 S Franklin St,SPOTTED MONKEY,335 S FRANKLIN ST 
11366,The Original Pancake House,1358 E 47th St,THE ORIGINAL PANCAKE HOUSE,1358 E 47TH ST 
11367,Drake Bros,140 E Walton Pl,DRAKE BROTHERS,140 E WALTON PL 
11368,Dollar Tree,3363 N Milwaukee Ave,DOLLAR TREE #06621,3363 N MILWAUKEE AVE 
11369,The Tankard,1635 N Milwaukee Ave,THE TANKARD,1635 N MILWAUKEE AVE 
11370,Harold's Chicken Shacks,8316 S Ashland,HAROLD'S CHICKEN SHACK,8316 S ASHLAND AVE 
11371,Marcello's Market & Deli,100 W Randolph St,MARCELLO'S MARKET & DELI,100 W RANDOLPH ST 
11372,Fumare Meats & Deli,131 N Clinton St,FUMARE MEATS AND DELI,131 N CLINTON ST 
11373,Wood Fire Counter,131 N Clinton St,WOOD FIRE COUNTER,131 N CLINTON ST 
11374,Fresh Market Place,7007 N Clark St,EXPRESS MARKET PLACE,7007 N CLARK ST 
11375,Rocking Horse,2535 N Milwaukee Ave,ROCKING HORSE,2535 N MILWAUKEE AVE 
11376,Clark St. Beach Bar,3419 N Clark St,CLARK STREET BEACH,3419 N CLARK ST 
11377,M & M Food Mart /cricket Wireless,7073 N Western Ave,M & M  FOOD MART,7073 N WESTERN AVE 
11378,Cup & Spoon,2415 W North Ave,CUP & SPOON,2415 W North AVE 
11379,Foster Grocery and Dollar Plus,3358 W Foster Ave,FOSTER GROCERY,3358 W FOSTER AVE 
11380,Tacos & Burrito Express #3,1512 N Ashland Ave,TACO AND BURRITO EXPRESS #3,1512 N ASHLAND AVE 
11381,Scofflaw,3201 W Armitage Ave,SCOFFLAW,3201-3203 W ARMITAGE AVE 
11382,Vinci Restaurant,1732 N Halsted St,VINCI,1732 N HALSTED ST 
11383,Rise Up,2909 N Broadway St,RISE UP NUTRITION,2909 N BROADWAY 
11384,Express Cafe,3648 W Diversey Ave,EXPRESS CAFE,3658 W DIVERSEY AVE 
11385,El Tazon Latino Grill,3536 W Lawrence Ave,EL TAZON LATINO GRILL,3536 W LAWRENCE AVE 
11386,GoGo's,2858 W Chicago Ave,"GOGO DOGS, LLC",2858 W CHICAGO AVE 
11387,Mr Pollo,5222 W Diversey,MR. POLLO,5222 W DIVERSEY AVE 
11388,Take Me Out,1502 W 18th St,TAKE ME OUT,1502 W 18TH ST 
11389,Five Guys,1456 E 53rd Ave,FIVE GUYS BURGERS AND FRIES,1456 E 53RD ST 
11390,Joe's Taylor Street Sub Shop,2325 W Taylor St,TAYLOR ST SUB SHOP,2325 W TAYLOR ST 
11391,BBQ Supply,6954 N Western Ave,BBQ SUPPLY CO.,6948 N WESTERN AVE 
11392,Blue Frog Thai,2951 S Archer Ave,BLUE FROG THAI,2951 S ARCHER AVE 
11393,Bistro 750,750 West Cornelia Ave,TOM'S BISTRO 750,750 W CORNELIA AVE 
11394,Paciugo Gelato & Caffe - Broadway,3241 N Broadway St,ZAD,3112 N BROADWAY 
11395,Windy City Playhouse South,2229 S Michigan Ave,WINDY CITY PLAYHOUSE,2229 S MICHIGAN AVE 
11396,King Beefy,1513 W Irving Park,KING BEEFY,1513 W IRVING PARK RD 
11397,Hyatt Center,71 S Wacker Dr,Hyatt Center Cafe @ Niersbach,71 S WACKER DR 
11398,Sergie's Pizzeria,2364 N Lincoln Ave,SERGIE'S PIZZERIA INC.,2364 N LINCOLN AVE 
11399,Keenan O'Reilly's,3916 N Ashland Ave,KEENAN O'REILLY'S PUB,3916 N ASHLAND AVE 
11400,Walgreens,4700 S Halsted St,WALGREENS #03074,4700 S HALSTED ST 
11401,Domino's Pizza,5628 W Fullerton Ave,DOMINO'S,5628 W FULLERTON AVE 
11402,Pizza & Poke,926 W Diversey Pkwy,BNL's PIZZA & POKE,926 W DIVERSEY PKWY 
11403,Taylor Gourmet,1 N Dearborn St,TAYLOR GOURMET,1 N DEARBORN ST 
11404,Billy's Grill,3711 W Columbus Ave,BILLY'S GRILL,3711 W COLUMBUS AVE 
11405,Sedgwick's Bar & Grill,1935 N Sedgwick St,SEDGWICK'S,1935 N SEDGWICK ST 
11406,Fusion 58,3933 N Broadway St,FUSION 58,3933 N BROADWAY 
11407,Star East,5712 W Fullerton Ave,STAR EAST,5712 W FULLERTON AVE 
11408,United In Faith Lutheran Church,6525 W Irving Park Rd,UNITED IN FAITH CHURCH,6525 W IRVING PARK RD 
11409,Northern Trust,50 S La Salle St,"Northern Trust Bank, Executive Dining",50 S LA SALLE ST 
11410,Jimmy John's,46 E Chicago Ave,JIMMY JOHN'S SANDWICH SHOP,46 E CHICAGO AVE 
11411,Original Gallo Bravo,4503 N Kedzie,EL ORIGINAL GALLO BRAVO,4503 N Kedzie AVE 
11412,Garfield's Beverage Express,1336 N Milwaukee Ave,GARFIELD'S BEVERAGE,1336 N MILWAUKEE AVE 
11413,Lucky Mini Mart,4103 N Lincoln Ave,LUCKY MINI MART,4103 N LINCOLN AVE 
11414,The Boarding House,720 N Wells St,BOARDING HOUSE,720 N WELLS ST 
11415,Little Caesars Pizza,2601 West Cermak,LITTLE CAESAR PIZZA #1648,2601 W CERMAK RD 
11416,The Edge Theater,5451 N Broadway,THE EDGE THEATER/ THE EDGE ANNEX,5451 N BROADWAY 
11417,Davanti Enoteca,30 E Hubbard St,DAVANTI ENOTECA CHICAGO,30 E HUBBARD ST 
11418,Metropolis Coffee Company,1039 W Granville Ave,METROPOLIS COFFEE COMPANY,1039-1041 W GRANVILLE AVE 
11419,El Pueblito,6712 N Clark St,EL PUEBLITO ALIAH,6712 N CLARK ST 
11420,African Jerk,1708 W 63rd St,AFRICAN JERK,1708 W 63RD ST 
11421,La Boulangerie,915 W Belmont Ave,LA BOULANGERIE,915 W BELMONT AVE 
11422,Jeran Day School + Learning Center,5897 N Elston Ave,JERAN DAY SCHOOL,5897 N ELSTON AVE 
11423,Roger's Pier,6800 N Sheridan Rd,ROGERS PIER,6800-6806 N SHERIDAN RD 
11424,Bright Horizons at the Atrium,300 West Hill St,BRIGHT HORIZONS AT THE ATRIUM,300 W HILL ST 
11425,Ugo's Kitchen & Bar,2833 W Armitage Ave,UGO'S,2833 W ARMITAGE AVE 
11426,Dia Food & Liquor,1478 W 115th St,RM FOOD LIQUOR,1478 W 115TH ST 
11427,Murphy's Red Hots,1211 W Belmont Ave,MURPHY'S EVERYTHING ON IT,1211 W BELMONT AVE 
11428,Tree House Humane Society,7225 N Western Ave,TREE HOUSE ANIMAL FOUNDATION,7225 N WESTERN AVE 
11429,Sunsub & Philly's,5542 W N Ave,Not Found,Not Found
11430,Fannie May Fine Chocolates,144 S Dearborn St,FANNIE MAY CANDIES,144 S DEARBORN ST 
11431,Checkers,107 E 95th St,CHECKERS DRIVE-IN RESTAURANT,107 E 95TH ST 
11432,Pizza Hut,4350 S Pulaski Rd,PIZZA HUT,4350 S PULASKI RD 
11433,Popcorn Asylum,2823 N Lincoln Ave,THE POPCORN ASYLUM,2823 N LINCOLN AVE 
11434,Java & Mug Cafe,3247 W Bryn Mawr Ave,JAVA N MUG,3247 W BRYN MAWR AVE 
11435,Otto Mezzo Bar,311 W Chicago Ave,OTTO MEZZO,311 W CHICAGO AVE 
11436,Strings Ramen Shop,2141 S Archer Ave,STRINGS,2141 S ARCHER AVE 
11437,Windy's,1013 E 53rd St,WINDY'S DELI,1013 1/2 E 53RD ST 
11438,Sol's On Sheridan,4715 N Sheridan Rd,SOLS ON SHERIDAN,4715 N SHERIDAN RD 
11439,Four Season Noodles,2002 S Wentworth Ave,FOUR SEASONS NOODLES,2002 S WENTWORTH AVE 
11440,Pub Royale,2049 W Division,PUB ROYALE,2049 W DIVISION ST 
11441,La Reyna Del Norte,4410 N Kedzie Ave,LA REYNA DEL  NORTE RESTAURANT,4410 N KEDZIE AVE 
11442,Kylin Teppanyaki,2002 S Wentworth Ave,KYLIN,2002 S WENTWORTH AVE 
11443,Apple Pantry,5835 W Fullerton Ave,APPLE PANTRY,5835 W FULLERTON AVE 
11444,Captain Hooks Fish & Chicken,8554 S Cottage Grove Ave,CAPTAIN HOOKS FISH & CHICKEN,8554 S COTTAGE GROVE AVE 
11445,Starbucks,4015 N Lincoln Ave,STARBUCKS COFFEE # 2449,4015 N LINCOLN AVE 
11446,The Whistle Pig,2241 N Western Ave,WHISTLE PIG,2239-2241 N WESTERN AVE 
11447,Evolve Bistro,350 N Orleans St,EVOLVE BISTRO,350 N ORLEANS ST 
11448,Pho Lily,5100 N Broadway St,PHO LILY,5100 N BROADWAY 
11449,Angel Wings Daycare,5365 W North Ave,ANGEL WINGS DAYCARE INC.,5365 W NORTH AVE 
11450,Jewel-Osco,6014 S Cottage Grove,AFC SUSHI @ JEWEL OSCO  #3082,6014 S COTTAGE GROVE AVE 
11451,Beer on Clark,3415 N Clark St,BEER,3415 N CLARK ST 
11452,NO 1 BBQ,2358 S Wentworth Ave,NO. 1 BBQ,2358 S WENTWORTH AVE 
11453,Garrett Popcorn Shops,26 W Randolph St,GARRETT'S POPCORN SHOPS,26 W RANDOLPH ST 
11454,Barraco's,2105 W 95th St,BARRACO'S PIZZA,2105 W 95TH ST 
11455,Dia Food & Liquor,1478 W 115th St,DIA FOOD & LIQUOR,1478 W 115TH ST 
11456,La Fuente,3640 W 59th Pl,LA FUENTE RESTAURANT,3640 W 59TH ST 
11457,Tomato Head Pizza Kitchen,823 W Eastman St,TOMATO HEAD,823 W EASTMAN ST 
11458,Walgreens,16 W Adams St,WALGREENS #7559,16 W ADAMS ST 
11459,Ranch Steak House,11147 S Michigan Ave,"WARE RANCH STEAK HOUSE, INC",11147 S MICHIGAN AVE 
11460,Naranja Dulce,3124 W Montrose,NARANJA DULCE INC,3124 W MONTROSE AVE 
11461,Mason Gastropub,2138 N Halsted St,MASON,2138 N HALSTED ST 
11462,Beef and Brandy Restaurant,127 S State St,BEEF AND BRANDY RESTAURANT,127 S STATE ST 
11463,Dhaka Fish and Meat Market,6347 N Rockwell St,DHAKA FISH AND MEAT MARKET INC.,6347 N ROCKWELL ST 
11464,JOE & THE JUICE,980 N Michigan Ave,JOE & THE JUICE NEW YORK LLC,980 N MICHIGAN AVE 
11465,Northdown Café and Taproom,3244 N Lincoln Ave,NORTHDOWN CAFE & TAPROOM,3244 N LINCOLN AVE 
11466,Karla's Kitchen,819 S Pulaski Rd,TKVD/KARLAS KITCHEN,819 S PULASKI RD 
11467,The Hangge-Uppe,14 W Elm,"THE HANGGE- UPPE, INC.",14 W ELM ST 
11468,Super Monterey,1726 S Racine Ave,SUPER MONTERREY CORP.,1726 S RACINE AVE 
11469,Three Chefs Restaurant,8125 S Halsted,THREE CHEFS RESTURANT,8125 S HALSTED ST 
11470,Kristoffer's Cakes,1735 W 35th St,KRISTOFFER'S CAKES,1735 W 35TH ST 
11471,MIMI'S,3748 W Division,MIMI'S,3748 W DIVISION ST 
11472,Great Wall Chinese Restaurant,6748 N Sheridan Rd,"GREAT WALL CHINESE RESTAURANT, INC.",6748 N Sheridan RD 
11473,Sharks Fish & Chicken,3900 W Madison St,SHARKS FISH & CHICKEN,3900 W MADISON ST 
11474,Shawn Michelle's,46 E 47th St,SHAWN MICHELLE'S CHURNED HOME MADE ICE CREAM INC.,46 E 47TH ST 
11475,Meerath Kabab House Chicago,2657 W Devon Ave,MEERATH KABAB,2657 W DEVON AVE 
11476,Caponies Trattoria,7419 W Irving Park Rd,CAPONIES TRATTORIA,7419 W IRVING PARK RD 
11477,Ravenswood Q,1800 W Irving Park Rd,RAVENSWOOD Q,1800-1802 W IRVING PARK RD 
11478,5 Star India,420 S Clark St,5 STAR INDIA,420 S CLARK ST 
11479,Halsted Packing House,445 N Halsted St,HALSTED PACKING HOUSE,445 N HALSTED ST 
11480,Tanoor Mediterranean Grill,2923 S Archer Ave,TIERRA MAR,6316 S ARCHER AVE 
11481,Hampton Inn Majestic Chicago Theatre District,22 W Monroe St,HAMPTON INN,22 W MONROE ST 
11482,Toro Sushi,2546 N Clark St,TORO SUSHI INC.,2546 N CLARK ST 
11483,Just Pizza,4349 W Fullerton Ave,JUST PIZZA EXPRESS INC.,4349 W FULLERTON AVE 
11484,Hellas Gyros,1133 W Bryn Mawr Ave,HELLAS GYROS INC,1133 W BRYN MAWR AVE 
11485,The Jerk Stop,1132 W Wilson Ave,JERK STOP,1132 W WILSON AVE 
11486,La Fonda Latino Grill,5350 N Broadway St,LA FONDA LATINO GRILL,5350 N BROADWAY 
11487,Gaslight Coffee Roasters,2385 N Milwaukee Ave,GASLIGHT COFFEE ROASTERS,2385 N MILWAUKEE AVE 
11488,TJ Jamaican Cuisine,5604 Division,TJ JAMAICAN JERK CHICKEN & AFRICAN CUISINE,5604 W DIVISION ST 
11489,Masala Grill,2948 W Devon Ave,"MASTI GRILL, INC.",2948-2950 W DEVON AVE 
11490,Dunkin',6435 S Cicero Ave,DUNKIN DONUTS,6435 S CICERO AVE 
11491,Pizza Hut,5109 S Pulaski Rd,PIZZA HUT,5109 S PULASKI RD 
11492,BBQ Patio,3256 S Ashland Ave,B B Q PATIO,3256 S ASHLAND AVE 
11493,Bar Celona,3474 N Clark St,BAR CELONA,3474 N CLARK ST 
11494,Palmito,3605 N Ashland Avenue,PALMITO,3605 N ASHLAND AVE 
11495,Turkey Burger Grill,130 E 79th St,TURKEY BURGER GRILL,130 E 79TH ST 
11496,Caffe Baci,231 S La Salle St,CAFFE BACI INC,231 S LA SALLE ST 
11497,Subway,166 N Wabash Ave,SUBWAY,166 N WABASH AVE 
11498,Panda Express,77 E Adams St,PANDA EXPRESS #299,77 E ADAMS ST 
11499,The Local Pizzeria,3352 W Foster Ave,THE LOCAL PIZZERIA,3352-3354 W FOSTER AVE 
11500,Symphony of Bronzeville,3400 S Indiana Ave,SYMPHONY OF BRONZEVILLE PARK,3400 S INDIANA AVE 
11501,Shell,4900 S Cicero Ave,SHELL,4900 S CICERO AVE 
11502,Star Grill,1215 W Devon Ave,STAR GRILL,1215 W DEVON AVE 
11503,Snarf's,955 W Webster,SNARF'S SANWICHES,955 W WEBSTER AVE 
11504,Mojo Coffee,111 W Jackson,MEDDLE COFFEE BAR,601 W JACKSON BLVD B
11505,Bella's Pizza & Restaurant,658 N Ashland,BELLA'S PIZZA,658 N ASHLAND AVE 
11506,Field Museum,1400 S Lake Shore Dr,FIELD MUSEUM,1400 S LAKE SHORE DR 
11507,Jerk Kitchen,1334 W 87th St,JERK KITCHEN,1334 W 87TH ST 
11508,Amstar Mini Mart,2352 E 75th St,AMSTAR FUEL & MINI MART,2352 E 75TH ST 
11509,MAGO Grill & Cantina,1010 S Delano Ct,MAGO GRILL & CANTINA,1010 S DELANO CT 
11510,Dollar Tree,715 E 47th St,DOLLAR TREE STORES #07068,715 E 47TH ST 
11511,I-Cafe Sukur's Place,1814 W Irving Park Rd,I - CAFE SUKUR'S PLACE PIDE VE LAHMACUN,1814 W IRVING PARK RD 
11512,Foster Pantry,5139 N Damen Ave,FOSTER PANTRY,5139 N DAMEN AVE 
11513,Alma's Child Day Care Center,2909 W 63rd St,ALMA'S CHILD DAY CARE CENTER,2909 W 63RD ST 
11514,Aquarius Mexican Restaurant,2459 N Pulaski Rd,Aquarius Club & Restaurant,2457-2459 N PULASKI RD 
11515,Sugar Fixé Pâtisserie,958 W Armitage Ave,SUGAR FIXE MACARON,958 W ARMITAGE AVE 
11516,La Marquesa,1703 N Pulaski Rd,LA MARQUESA,1703 N PULASKI RD 
11517,La Baguette Bakery,2109 S Ashland Ave,LA BAGUETTE BAKERY,2109 S ASHLAND AVE 
11518,WonFun & 2Fun Chinese,905 W Randolph St,FUN FUN CHINESE,901-905 W RANDOLPH ST 
11519,Golden Fish & Chicken,1474 W 115th St,GOLDEN FISH & CHICKEN,1474 W 115TH ST 
11520,Wing Zone,1757 W 87th St,WING ZONE,1757 W 87TH ST 
11521,Freshii,1154 S Clark St,ARAMARK-FRESHII STORE# 1889,1154 S CLARK ST 
11522,Vegan Now!,131 N Clinton St,VEGAN NOW INC,131 N CLINTON ST 
11523,Mad Tacos,306 E 75th St,VIOLA TACOS & PIES,306 E 75TH ST 
11524,Tamaleria y taqueria vicky,2459 W 51st St,TAQUERIA JAMAY,2500 W 51ST ST 
11525,Bitoy's Sweet Treats,5957 W Chicago Ave,BITOY'S SWEET TREATS INC,5957 W CHICAGO AVE 
11526,Rivers,30 S Wacker Dr,RIVERS,30 S WACKER DR 
11527,Bareburger,3357 N Lincoln Ave,BAREBURGER,3357 N LINCOLN AVE 
11528,La Michoacana,4618 S Kedzie,LA MICHOACANA,4618 S KEDZIE AVE 
11529,Tapster,2027 W North Ave,TAPSTER,2027 W NORTH AVE 
11530,El Pueblito Mexican Grill,5152 N Cicero Ave,El Pueblito Mexican Grill,5152 N CICERO AVE 
11531,Touch of Class Lounge,6058 W 63rd St,TOUCH OF CLASS,6058 W 63RD ST 
11532,Paciugo Gelato & Caffe - Roscoe Village,2009 W Roscoe Ave,ROSCOE VILLAGE TREATS,2009 W ROSCOE ST 
11533,D'Fruta La Vida Express,2937 W Armitage Ave,D FRUTA LA VIDA,2937 W ARMITAGE AVE 
11534,Antojitos Colombianos,4208 N Milwaukee Ave,ANTOJITOS COLOMBIANOS,4208 N MILWAUKEE AVE 
11535,Lalibela Ethiopian Restaurant,5631 N Ashland Ave,LALIBELA RESTAURANT,5633-5635 N ASHLAND AVE 
11536,Starbucks,200 East Randolph St,STARBUCKS COFFEE #2264,200 E RANDOLPH ST 
11537,Twisted Lamb Grill,4630 N Cumberland Ave,TWISTED  LAMB GRILL CO.,4630 N CUMBERLAND AVE 
11538,La Taquiza Grill Mexican Restaurant,4628 N Cumberland Ave,LA TAQUIZA GRILL CORP.,4628 N CUMBERLAND AVE 
11539,Madame Delluc Artisan Chocolatier,900 N Michigan Ave,MADAME DELLUC ARTISAN CHOCOLATIER,900 N MICHIGAN AVE 
11540,Jack's Wings & Sandwiches,100 W 111th St,JC SANDWICHES,2000 W 19TH ST 
11541,Dunkin',5700 S Cicero Ave,JETBOX WITH DUNKIN DONUTS,5700 S CICERO AVE 
11542,New Wave Coffee,3103 W Logan Blvd,"NEW WAVE COFFEE, LLC",3103 W LOGAN BLVD 
11543,Jamaican Me Hungry,7959 S Ashland Ave,JAMAICAN ME HUNGRY,7959 S ASHLAND AVE 
11544,Eleven Lincoln Park,2301 N Clark St,NEO,2348-2352 N CLARK ST 
11545,Super Monterey,1726 S Racine Ave,SUPER MONTERREY CORP.,1726 S RACINE AVE 
11546,Wingers,1368 E 53rd St,WINGERS,1368 E 53RD ST 
11547,Taste of Thai Town,4461 N Pulaski Rd,TASTE OF THAI TOWN,4461 N PULASKI RD 
11548,Jay's Backyard BBQ,5604 W Division,JAY'S BACKYARD BBQ,5604 W DIVISION ST 
11549,Cellars Market,141 W Jackson Blvd,CELLARS MARKET,141 W JACKSON BLVD 
11550,Happy Grocery & Dollar Store,1065 W Granville Ave,HAPPY GROCERY & DOLLAR,1065 W GRANVILLE AVE 
11551,Piezano's Pizza & Grinder,3059 S Pulaski Rd,PIEZANO'S PIZZA & GRINDER CO,3059 S PULASKI RD 
11552,Nuk's Diner,4731 W Madison St,NUK'S DINER,4731 W MADISON ST 
11553,Tozi Korean BBQ Restaurant,1265 N Milwaukee Ave,TOZI RESTAURANT,1265 N MILWAUKEE AVE 
11554,Filter Cafe,1373-75 N Milwaukee Ave,Starfruit Cafe, 
11555,Casa del Sol,8918 S Commercial Ave,CASA DE SOL,8918 S COMMERCIAL AVE 
11556,Oberoi's Indian Food,6407 N Bell Ave,OBEROIS INDIAN FOOD & GROCERY INC.,6407 N BELL AVE 
11557,Freshii,2650 N Clark St,ARAMARL-FRESHII,2650 N CLARK ST 
11558,Stony Island Arts Bank,6760 S Stony Island Ave,STONY ISLAND ARTS BANK,6758-6760 S STONY ISLAND AVE 
11559,Rey Nayar,3658 W Lawrence Ave,ANTOJITOS DONA MARIA,3737 W LAWRENCE AVE UNIT E
11560,Replay Lincoln Park,2833 N Sheffield Ave,BOLIVAR Y LINCOLN VENEZUELAN CAFE,3349 N SHEFFIELD AVE 
11561,Rams Mexican Restaurant,2302 S Blue Island Ave,RAM'S RESTAURANT,2302 S BLUE ISLAND AVE 
11562,Federal Reserve Bank of Chicago,230 S La Salle St,FEDERAL RESERVE BANK,230 S LA SALLE ST 
11563,Burger Hub,3915 N Sheridan Rd,"BURGER HUB, INC.",3915 N SHERIDAN RD 
11564,7-Eleven,4116 N Clark St,7 ELEVEN #33843,4116 N CLARK ST 
11565,Pho 55,1611 E 55th St,PHO 55 NOODLE AND GRILL INC.,1611 E 55TH ST 
11566,Red June Cafe,2020 N Leavitt St,RED JUNE INC.,2020 N LEAVITT ST 
11567,Tikkawala,1258 W Jackson Blvd,TIKKAWALA,1258 W JACKSON BLVD 
11568,China Town Buffet,5032 S Kedzie Ave,CHINATOWN BUFFET,5030-5050 S KEDZIE AVE 
11569,Walgreens,3000 S Halsted St,WALGREENS #2025,3000 S HALSTED ST 
11570,Foster Grocery and Dollar Plus,3358 W Foster Ave,FOSTER GROCERY AND DOLLAR PLUS,3358 W FOSTER AVE 
11571,Lafa,5800 N Lincoln Ave,LAFA,5800 N LINCOLN AVE 
11572,Food market and flowers shop,5354 W Diversey Ave,FOOD MARKET AND FLOWER SHOP,5354 W DIVERSEY AVE 
11573,Riverview Tavern,1958 W Roscoe St,RIVERVIEW TAVERN AND GRILL,1954-1958 W ROSCOE ST 
11574,honeygrow,70 E Lake St,HONEYGROW,70 E LAKE ST 
11575,Andy's Thai Kitchen,6230 N Broadway St,ANDY'S THAI KITCHEN II,6230 N BROADWAY 
11576,Peet's Coffee,3500 N Halsted,PEET ' S COFFEE & TEA,3500 N HALSTED ST 
11577,Ms Vett's Way,6237 N Western,MS. VETTS WAY CORP,6237 N WESTERN AVE 
11578,El Firulete,2121 W Division St,EL FIRULETE INC.,2121 W DIVISION ST 
11579,Andies Restaurant,1467 W Montrose Ave,ANDIES RESTAURANT II,1461-1467 W MONTROSE AVE 
11580,Sullivan's Steakhouse,415 N Dearborn,SULLIVAN'S STEAKHOUSE,415 N DEARBORN ST 
11581,8 Ave Snack Shack,249 W Cermak Rd,8 AVE SNACK SHOP,249 W CERMAK RD 
11582,Bread & Wine,3732 W Irving Park Rd,Bread & Wine,3732-3734 W Irving Park RD 
11583,PoBoy Express,5848 N Lincoln Ave,PO BOY EXPRESS,5848 N Lincoln AVE 
11584,Meerath Kabab House Chicago,2657 W Devon Ave,MEERATH KABAB,2657 W DEVON AVE 
11585,Louisiana Famous  Fried Chicken,215 W Pershing Rd,LOUISIANA FAMOUS FRIED CHICKEN,215-225 W PERSHING RD 
11586,Dollar Tree,5360 S Western Ave,"DOLLAR TREE STORES,INC # 07742",5360 S WESTERN AVE 
11587,Mangia Fresca Catering & Events,2556 S Archer Ave,"MANGIA FRESCA INC.,",2556 S ARCHER AVE 
11588,Domino's Pizza,5628 W Fullerton Ave,DOMINOS PIZZA,5628 W FULLERTON AVE 
11589,Cafe Habibi,5445 W Diversey Ave,CAFE HABIBI,5445 W DIVERSEY AVE 
11590,Fun & Games Play School,5939 W Irving Park Rd,"FUN & GAMES PLAY SCHOOL, INC",5939 W IRVING PARK RD 
11591,Life Spring Health Foods & Juice Bar,3178 N Clark St,LIFE SPRING HEALTH FOOD,3178 N CLARK ST 
11592,Nana,3267 S Halsted St,NANA,3265-3267 S HALSTED ST 
11593,Subway,6411 N Central Ave,SUBWAY,6411 N CENTRAL AVE 
11594,The No Exit Cafe,6970 N Glenwood Ave,NO EXIT CAFE,6970 N GLENWOOD AVE 
11595,Sbarro,333 S State St,SBARRO,333 S STATE ST 
